loan_amnt,int_rate,annual_inc,dti,fico_score,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,loan_to_income,credit_utilization,debt_burden_score,credit_history_depth,account_mix_score,rate_premium,simple_risk_score,has_delinquencies,high_delinquency,has_bankruptcy,high_inquiries,verified,owns_home,long_term,defaulted,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT
35000.0,11.99,110000.0,15.98,732.0,2,0,19,0,17591.0,23.5,38,3,0.318,0.235,0.18988,3.6635616461296463,3.329646959841819,-1.1899999999999995,2,1,1,0,0,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
11200.0,5.32,45000.0,14.24,767.0,0,0,5,0,8100.0,36.5,12,0,0.249,0.365,0.23143999999999998,2.5649493574615367,2.178354413344796,-1.5699999999999994,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12000.0,11.99,85000.0,26.46,697.0,0,0,11,0,17144.0,45.4,21,1,0.141,0.45399999999999996,0.34036,3.091042453358316,2.787974551573158,-1.1899999999999995,0,0,0,0,0,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4400.0,11.22,35000.0,13.85,732.0,0,1,6,0,6414.0,41.4,8,0,0.126,0.414,0.24869999999999998,2.1972245773362196,2.0715673631957663,1.4600000000000009,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
35000.0,12.59,180000.0,9.28,722.0,0,1,9,1,4178.0,44.0,12,2,0.194,0.44,0.23168,2.5649493574615367,2.4337672252277915,-0.5899999999999999,4,0,0,1,0,1,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16000.0,9.17,85000.0,9.18,732.0,0,1,14,0,2580.0,6.8,36,0,0.188,0.068,0.08227999999999999,3.6109179126442243,3.159484056873217,-0.5899999999999999,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4800.0,13.67,15000.0,6.0,732.0,0,0,6,0,279.0,4.0,6,0,0.32,0.04,0.052,1.9459101490553132,1.9459101490553132,0.4900000000000002,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
8400.0,9.76,40358.0,22.54,667.0,0,0,4,0,7405.0,91.4,8,0,0.208,0.914,0.5008400000000001,2.1972245773362196,1.9033312448851598,0.0,2,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,7.89,210000.0,26.05,672.0,0,2,24,0,49829.0,88.8,39,2,0.095,0.888,0.5115000000000001,3.6888794541139363,3.4538776394910684,1.0,2,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16000.0,9.76,150000.0,16.72,667.0,7,1,14,0,8262.0,66.1,39,2,0.107,0.6609999999999999,0.36471999999999993,3.6888794541139363,3.198464827608073,0.0,2,1,1,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29725.0,22.99,95000.0,37.33,697.0,0,1,18,0,18381.0,40.8,28,0,0.313,0.408,0.38717999999999997,3.367295829986474,3.1558674045764574,0.0,2,0,0,0,0,1,0,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11200.0,13.18,90000.0,15.24,687.0,0,0,9,0,36285.0,83.8,18,3,0.124,0.838,0.42664,2.9444389791664403,2.623512036080243,0.0,2,0,0,0,0,1,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10200.0,16.99,58000.0,26.94,702.0,1,0,11,0,16670.0,62.4,27,5,0.176,0.624,0.41124000000000005,3.332204510175204,2.908555579981602,0.0,2,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6500.0,9.17,29000.0,5.22,662.0,0,1,5,1,5904.0,44.1,15,2,0.224,0.441,0.20772,2.772588722239781,2.282174095733918,-0.5899999999999999,4,0,0,1,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5000.0,12.59,75000.0,22.3,732.0,0,0,19,0,36618.0,59.1,40,2,0.067,0.591,0.3702,3.713572066704308,3.3546521701291496,-0.5899999999999999,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
28900.0,18.99,60000.0,2.7,667.0,0,3,13,0,7601.0,20.7,32,0,0.482,0.207,0.099,3.4965075614664802,3.0677824455408693,0.0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
16000.0,9.17,42000.0,20.71,662.0,1,0,10,0,17474.0,72.0,20,0,0.381,0.72,0.41225999999999996,3.044522437723423,2.7212088552608966,-0.5899999999999999,2,1,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12000.0,13.18,38500.0,36.85,672.0,1,0,16,0,7498.0,34.9,29,3,0.312,0.349,0.3607,3.4011973816621555,3.1172053628591856,0.0,4,1,0,0,0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
21000.0,19.99,98780.0,19.77,697.0,1,2,19,0,16111.0,27.6,36,3,0.213,0.276,0.22902,3.6109179126442243,3.3033250930991076,1.0,2,1,0,0,1,1,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,6.24,55000.0,17.39,757.0,0,0,21,0,10511.0,15.8,54,5,0.182,0.158,0.16754000000000002,4.007333185232471,3.5491878192953936,-0.6499999999999995,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,12.59,28438.0,34.23,697.0,0,0,11,0,12501.0,70.2,20,5,0.352,0.7020000000000001,0.48618000000000006,3.044522437723423,2.7647145437557117,-0.5899999999999999,2,0,0,0,0,1,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5000.0,11.22,32000.0,29.41,682.0,0,0,13,0,6166.0,53.2,28,6,0.156,0.532,0.38926000000000005,3.367295829986474,3.0031765798008663,1.4600000000000009,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19200.0,9.76,118600.0,27.59,702.0,0,0,12,0,26680.0,69.3,22,2,0.162,0.693,0.44274,3.1354942159291497,2.850221786695343,0.0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7000.0,8.38,25000.0,11.95,712.0,0,0,8,0,10183.0,36.8,15,0,0.28,0.368,0.21889999999999998,2.772588722239781,2.4849066497880004,-1.379999999999999,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
26000.0,14.48,93000.0,23.64,742.0,0,0,8,0,156946.0,73.6,11,1,0.28,0.736,0.43623999999999996,2.4849066497880004,2.34106561356211,1.3000000000000007,0,0,0,0,0,1,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
27500.0,11.99,72000.0,22.68,682.0,0,0,16,0,46307.0,55.4,22,0,0.382,0.5539999999999999,0.35768,3.1354942159291497,2.984353779992683,-1.1899999999999995,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12000.0,6.24,85000.0,11.57,752.0,0,0,13,1,11025.0,32.8,21,4,0.141,0.32799999999999996,0.20061999999999997,3.091042453358316,2.8650498914867875,-0.6499999999999995,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33000.0,9.76,105000.0,19.15,742.0,0,2,22,0,29087.0,28.5,46,0,0.314,0.285,0.22889999999999996,3.8501476017100584,3.492820908819604,0.0,0,0,0,0,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15000.0,10.64,51000.0,28.52,667.0,0,0,29,0,17782.0,50.8,37,0,0.294,0.508,0.37432,3.6375861597263857,3.519391770694271,0.8800000000000008,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8000.0,9.76,165000.0,12.17,672.0,0,0,10,1,2708.0,18.7,45,2,0.048,0.187,0.14782,3.828641396489095,3.113268334643733,0.0,4,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
35000.0,17.57,95000.0,10.5,697.0,0,2,13,0,20026.0,71.0,24,2,0.368,0.71,0.347,3.2188758248682006,2.9289665772417295,0.5800000000000018,0,0,0,0,1,0,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1000.0,13.67,20700.0,30.03,697.0,0,0,8,0,4361.0,46.9,16,0,0.048,0.469,0.36778,2.833213344056216,2.5152189606962176,0.4900000000000002,2,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15000.0,7.89,35000.0,9.84,702.0,0,0,8,0,11053.0,33.8,14,1,0.429,0.33799999999999997,0.19423999999999997,2.70805020110221,2.452637389219215,1.0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6775.0,14.48,76000.0,12.97,712.0,0,1,13,0,2551.0,20.9,17,0,0.089,0.209,0.16142,2.8903717578961645,2.7647145437557112,1.3000000000000007,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35000.0,16.55,150000.0,16.84,732.0,0,0,11,0,90626.0,82.2,22,2,0.233,0.8220000000000001,0.42984,3.1354942159291497,2.810200432858575,-0.4399999999999977,2,0,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
10000.0,18.2,125000.0,20.21,692.0,0,1,15,0,16614.0,91.8,19,0,0.08,0.9179999999999999,0.48845999999999995,2.995732273553991,2.884160497896886,-0.7899999999999991,2,0,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29525.0,18.49,75000.0,15.57,682.0,0,1,17,1,16185.0,56.6,31,0,0.394,0.5660000000000001,0.31982000000000005,3.4657359027997265,3.1780538303479453,-0.5,0,0,0,0,0,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
20000.0,9.17,120000.0,30.87,717.0,0,1,7,0,14319.0,98.8,29,5,0.167,0.988,0.58042,3.4011973816621555,2.7403194616709956,-0.5899999999999999,4,0,0,0,0,1,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7000.0,11.22,35000.0,15.4,702.0,0,0,9,0,4668.0,42.8,30,0,0.2,0.428,0.2636,3.4339872044851463,2.868286148739596,1.4600000000000009,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
26825.0,18.2,61000.0,0.59,772.0,0,4,23,0,1256.0,1.6,29,0,0.44,0.016,0.009940000000000001,3.4011973816621555,3.2896256060050506,-0.7899999999999991,0,0,0,0,1,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5000.0,13.18,55000.0,29.35,692.0,0,1,10,0,7074.0,35.2,15,0,0.091,0.35200000000000004,0.3169,2.772588722239781,2.585241997519076,0.0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4200.0,11.99,40000.0,30.24,667.0,1,2,13,1,40145.0,69.0,27,1,0.105,0.69,0.45743999999999996,3.332204510175204,2.985630919895231,-1.1899999999999995,8,1,0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3000.0,7.89,67000.0,21.3,697.0,0,1,18,0,0.0,0.0,29,3,0.045,0.0,0.1278,3.4011973816621555,3.172818180414298,1.0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
24000.0,8.38,72000.0,17.06,667.0,1,0,21,0,30306.0,36.5,37,3,0.333,0.365,0.24835999999999997,3.6375861597263857,3.364314306542351,-1.379999999999999,2,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4000.0,16.55,21000.0,27.09,697.0,0,2,9,0,14083.0,54.0,9,0,0.19,0.54,0.37854,2.302585092994046,2.302585092994046,-0.4399999999999977,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18000.0,9.17,90000.0,17.97,692.0,0,0,13,0,13108.0,61.8,32,3,0.2,0.618,0.35502,3.4965075614664802,3.0677824455408693,-0.5899999999999999,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4050.0,15.41,96000.0,23.83,667.0,1,0,5,1,2687.0,69.0,22,4,0.042,0.69,0.41897999999999996,3.1354942159291497,2.463626842578602,-1.5799999999999983,6,1,0,1,0,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
8000.0,17.86,40000.0,37.44,687.0,0,0,10,0,23048.0,22.8,36,2,0.2,0.228,0.31584,3.6109179126442243,3.0044065927212973,0.870000000000001,2,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2300.0,9.17,103000.0,19.36,717.0,0,0,16,0,7089.0,14.6,38,5,0.022,0.146,0.17456,3.6635616461296463,3.2483874950929312,-0.5899999999999999,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
17000.0,18.2,60500.0,25.59,662.0,0,3,24,1,20136.0,42.1,26,0,0.281,0.42100000000000004,0.32194,3.295836866004329,3.257356345436265,-0.7899999999999991,4,0,0,1,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,11.99,32000.0,26.29,702.0,0,0,6,0,7430.0,76.6,7,0,0.313,0.7659999999999999,0.46414,2.0794415416798357,2.0126758453675744,-1.1899999999999995,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11000.0,9.17,62500.0,17.93,692.0,0,0,9,0,3175.0,19.7,20,1,0.176,0.19699999999999998,0.18638,3.044522437723423,2.6735537653587347,-0.5899999999999999,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
13000.0,11.99,62000.0,12.33,707.0,0,1,9,0,16466.0,25.1,11,0,0.21,0.251,0.17438,2.4849066497880004,2.3937458713910233,-1.1899999999999995,0,0,0,0,0,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18000.0,6.24,90000.0,32.13,732.0,0,0,19,0,18625.0,28.1,52,3,0.2,0.281,0.30518,3.970291913552122,3.4830120935530564,-0.6499999999999995,2,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5000.0,7.89,56000.0,25.33,692.0,0,2,7,0,4130.0,61.0,21,0,0.089,0.61,0.39598,3.091042453358316,2.585241997519076,1.0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9100.0,13.67,85000.0,20.43,672.0,0,1,14,0,10113.0,59.8,17,1,0.107,0.598,0.36178,2.8903717578961645,2.799210979499187,0.4900000000000002,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
35000.0,10.64,100000.0,29.28,727.0,0,0,13,0,23711.0,48.7,24,1,0.35,0.48700000000000004,0.37048000000000003,3.2188758248682006,2.9289665772417295,0.8800000000000008,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
35000.0,13.67,135000.0,9.98,697.0,0,0,13,0,6075.0,21.2,39,1,0.259,0.212,0.14468,3.6888794541139363,3.1639683918645973,0.4900000000000002,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18850.0,7.89,90152.0,11.01,717.0,0,0,12,0,47880.0,41.7,29,0,0.209,0.41700000000000004,0.23286,3.4011973816621555,2.983073369561846,1.0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8000.0,12.59,29900.0,8.55,667.0,0,1,8,1,6587.0,61.0,12,0,0.268,0.61,0.2953,2.5649493574615367,2.381086967398878,-0.5899999999999999,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
28000.0,5.32,205000.0,18.87,722.0,0,0,22,0,61906.0,38.9,43,4,0.137,0.389,0.26882,3.784189633918261,3.4598419249237056,-1.5699999999999994,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15700.0,10.64,65000.0,23.97,727.0,0,3,19,0,16385.0,29.5,30,4,0.242,0.295,0.26182,3.4339872044851463,3.214859739019569,0.8800000000000008,0,0,0,0,1,1,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
20000.0,10.64,110000.0,17.24,712.0,1,0,7,0,142429.0,41.7,20,4,0.182,0.41700000000000004,0.27024000000000004,3.044522437723423,2.5619819897016294,0.8800000000000008,2,1,0,0,0,0,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30000.0,10.64,105000.0,30.33,687.0,0,0,19,0,49095.0,73.2,33,0,0.286,0.732,0.47478,3.5263605246161616,3.2610463990850764,0.8800000000000008,2,0,0,0,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7000.0,8.38,65000.0,10.52,667.0,0,0,4,0,6980.0,98.3,12,0,0.108,0.983,0.45632,2.5649493574615367,2.0871936349478184,-1.379999999999999,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30000.0,13.18,128000.0,24.46,682.0,0,1,19,0,18662.0,38.4,22,0,0.234,0.384,0.30036,3.1354942159291497,3.06561324474157,0.0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,9.76,77000.0,10.47,687.0,0,1,12,0,8021.0,35.8,34,2,0.13,0.358,0.20601999999999998,3.5553480614894135,3.060148709475475,0.0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
13000.0,7.89,56000.0,24.95,682.0,0,1,29,1,13718.0,19.4,71,6,0.232,0.19399999999999998,0.2273,4.276666119016055,3.838931750339105,1.0,4,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16000.0,10.64,45000.0,22.09,717.0,0,0,17,0,51928.0,58.4,31,3,0.356,0.584,0.36614,3.4657359027997265,3.1780538303479453,0.8800000000000008,0,0,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
22000.0,11.99,50000.0,28.11,767.0,0,0,10,0,9731.0,21.0,24,4,0.44,0.21,0.25266,3.2188758248682006,2.808385548833286,-1.1899999999999995,0,0,0,0,0,1,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4200.0,11.99,119000.0,38.72,662.0,0,1,18,0,81793.0,96.7,43,6,0.035,0.9670000000000001,0.61912,3.784189633918261,3.364314306542351,-1.1899999999999995,4,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
18000.0,9.17,51000.0,28.52,722.0,0,1,18,0,11637.0,32.7,38,1,0.353,0.327,0.30191999999999997,3.6635616461296463,3.3040003126480433,-0.5899999999999999,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,18.99,85000.0,13.31,702.0,1,2,25,0,18268.0,29.2,59,8,0.235,0.292,0.19666,4.0943445622221,3.6762205501217915,0.0,2,1,0,0,1,0,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12000.0,18.2,65000.0,10.73,687.0,1,5,13,2,13089.0,31.0,22,0,0.185,0.31,0.18838,3.1354942159291497,2.8872757727722043,-0.7899999999999991,2,1,0,0,1,0,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9000.0,9.17,40000.0,12.75,707.0,0,0,7,0,8084.0,42.8,15,0,0.225,0.428,0.24770000000000003,2.772588722239781,2.4260151319598084,-0.5899999999999999,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2800.0,11.22,20159.0,5.48,677.0,1,2,6,0,1140.0,23.7,11,0,0.139,0.237,0.12768,2.4849066497880004,2.2154083994216567,1.4600000000000009,2,1,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8000.0,16.55,126000.0,30.9,662.0,0,2,31,0,74383.0,82.0,48,3,0.063,0.82,0.5134,3.8918202981106265,3.6787781004551765,-0.4399999999999977,4,0,0,0,1,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34500.0,8.38,105000.0,22.85,722.0,1,0,34,1,16986.0,26.5,61,1,0.329,0.265,0.2431,4.127134385045092,3.841241223267253,-1.379999999999999,2,1,0,0,0,1,1,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24000.0,9.76,105000.0,33.87,687.0,0,0,19,0,22970.0,52.3,38,3,0.229,0.523,0.41242,3.6635616461296463,3.329646959841819,0.0,2,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12000.0,18.99,70500.0,23.98,662.0,0,2,17,0,30001.0,65.8,28,0,0.17,0.6579999999999999,0.40708,3.367295829986474,3.128833793941319,0.0,0,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17500.0,12.59,60000.0,14.7,692.0,0,0,21,0,37127.0,39.0,49,0,0.292,0.39,0.24420000000000003,3.912023005428146,3.5015327293932312,-0.5899999999999999,0,0,0,0,0,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
16200.0,11.22,35000.0,24.93,687.0,0,0,8,0,16547.0,53.9,18,0,0.463,0.539,0.36518,2.9444389791664403,2.57083177825133,1.4600000000000009,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,13.67,52000.0,21.9,722.0,0,1,7,0,13526.0,52.8,9,0,0.288,0.528,0.3426,2.302585092994046,2.1910133173369406,0.4900000000000002,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8400.0,12.59,50000.0,15.96,662.0,2,1,8,0,8058.0,86.6,28,0,0.168,0.866,0.44216000000000005,3.367295829986474,2.782260203661347,-0.5899999999999999,4,1,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9600.0,13.67,75000.0,31.64,662.0,1,0,8,0,21938.0,83.4,19,2,0.128,0.8340000000000001,0.5234400000000001,2.995732273553991,2.596478425445105,0.4900000000000002,6,1,0,0,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15000.0,6.89,42000.0,14.69,727.0,0,0,6,0,11980.0,51.0,22,0,0.357,0.51,0.29214,3.1354942159291497,2.5407021824922316,0.0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7000.0,6.24,29000.0,16.09,692.0,0,0,8,0,12149.0,59.0,10,3,0.241,0.59,0.33253999999999995,2.3978952727983707,2.2975599250672953,-0.6499999999999995,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
22075.0,18.49,65000.0,29.17,672.0,0,2,11,0,18051.0,79.5,28,2,0.34,0.795,0.49302000000000007,3.367295829986474,2.9261012398872372,-0.5,0,0,0,0,1,1,0,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7000.0,10.64,35000.0,5.97,722.0,0,1,7,0,7094.0,39.2,17,0,0.2,0.392,0.19262,2.8903717578961645,2.484906649788,0.8800000000000008,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
16000.0,9.76,89000.0,26.45,682.0,0,0,10,0,9032.0,72.3,19,1,0.18,0.723,0.4479,2.995732273553991,2.6968137731761805,0.0,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2775.0,18.99,33000.0,35.42,662.0,0,0,11,0,21044.0,74.4,15,0,0.084,0.7440000000000001,0.51012,2.772588722239781,2.6287476860138907,0.0,2,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,5.32,65000.0,23.76,707.0,0,0,18,0,22338.0,42.5,31,1,0.231,0.425,0.31256,3.4657359027997265,3.2050874409830836,-1.5699999999999994,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3000.0,8.38,30000.0,5.52,747.0,0,0,7,0,2973.0,15.6,7,0,0.1,0.156,0.09552,2.0794415416798357,2.0794415416798357,-1.379999999999999,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
24750.0,12.59,55000.0,10.89,722.0,0,1,8,0,16463.0,37.0,20,2,0.45,0.37,0.21334,3.044522437723423,2.6208735075298213,-0.5899999999999999,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25000.0,13.67,78500.0,31.0,702.0,0,1,47,0,25810.0,42.2,68,1,0.318,0.42200000000000004,0.3548,4.23410650459726,4.052653757752576,0.4900000000000002,2,0,0,0,0,0,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,7.26,54000.0,10.62,712.0,0,0,5,0,1291.0,26.9,20,1,0.185,0.26899999999999996,0.17131999999999997,3.044522437723423,2.418140953475739,0.3700000000000001,0,0,0,0,0,1,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
